Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
2023-05-03,8:00p,Philadelphia 76ers,87.0,Boston Celtics,121.0,Box Score,,19156.0,TD Garden,
2023-05-04,9:00p,Los Angeles Lakers,100.0,Golden State Warriors,127.0,Box Score,,18064.0,Chase Center,
2023-05-05,7:30p,Boston Celtics,114.0,Philadelphia 76ers,102.0,Box Score,,21290.0,Wells Fargo Center,
2023-05-05,10:00p,Denver Nuggets,114.0,Phoenix Suns,121.0,Box Score,,17071.0,Footprint Center,
2023-05-06,3:30p,New York Knicks,86.0,Miami Heat,105.0,Box Score,,19927.0,Kaseya Center,
2023-05-06,8:30p,Golden State Warriors,97.0,Los Angeles Lakers,127.0,Box Score,,18997.0,Crypto.com Arena,
2023-05-07,3:30p,Boston Celtics,115.0,Philadelphia 76ers,116.0,Box Score,OT,21264.0,Wells Fargo Center,
2023-05-07,8:00p,Denver Nuggets,124.0,Phoenix Suns,129.0,Box Score,,17071.0,Footprint Center,
2023-05-08,7:30p,New York Knicks,101.0,Miami Heat,109.0,Box Score,,19769.0,Kaseya Center,
2023-05-08,10:00p,Golden State Warriors,101.0,Los Angeles Lakers,104.0,Box Score,,18997.0,Crypto.com Arena,
2023-05-09,7:30p,Philadelphia 76ers,115.0,Boston Celtics,103.0,Box Score,,19156.0,TD Garden,
2023-05-09,10:00p,Phoenix Suns,102.0,Denver Nuggets,118.0,Box Score,,19773.0,Ball Arena,
2023-05-10,7:30p,Miami Heat,103.0,New York Knicks,112.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-05-10,10:00p,Los Angeles Lakers,106.0,Golden State Warriors,121.0,Box Score,,18064.0,Chase Center,
2023-05-11,7:30p,Boston Celtics,95.0,Philadelphia 76ers,86.0,Box Score,,21337.0,Wells Fargo Center,
2023-05-11,10:00p,Denver Nuggets,125.0,Phoenix Suns,100.0,Box Score,,17071.0,Footprint Center,
2023-05-12,7:30p,New York Knicks,92.0,Miami Heat,96.0,Box Score,,19737.0,Kaseya Center,
2023-05-12,10:00p,Golden State Warriors,101.0,Los Angeles Lakers,122.0,Box Score,,18997.0,Crypto.com Arena,
2023-05-14,3:30p,Philadelphia 76ers,88.0,Boston Celtics,112.0,Box Score,,19156.0,TD Garden,
2023-05-16,8:30p,Los Angeles Lakers,126.0,Denver Nuggets,132.0,Box Score,,19633.0,Ball Arena,
2023-05-17,8:30p,Miami Heat,123.0,Boston Celtics,116.0,Box Score,,19156.0,TD Garden,
2023-05-18,8:30p,Los Angeles Lakers,103.0,Denver Nuggets,108.0,Box Score,,19742.0,Ball Arena,
